City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,changping,40.2186,116.2197,-5.2,36,0,1.87,CN,1701895558
289,matthew town,20.95,-73.6667,27.01,70,0,6.06,BS,1701895558
290,karratha,-20.7377,116.8463,29.88,27,6,4.51,AU,1701895558
291,kill devil hills,36.0307,-75.676,8.88,67,0,7.72,US,1701895559
292,lyantor,61.6195,72.1555,-33.37,91,6,5.31,RU,1701895559
293,villa canas,-34.0057,-61.6076,24.41,71,83,3.33,AR,1701895559
294,scone,56.4194,-3.4051,4.42,93,88,1.34,GB,1701895560
295,nuuk,64.1835,-51.7216,7.34,29,75,12.35,GL,1701895320
296,yuzhno-kurilsk,44.0306,145.8556,7.43,84,100,4.95,RU,1701895561
297,sile,41.1754,29.6133,11.98,75,100,3.51,TR,1701895561
298,vadso,70.0744,29.7487,-8.91,92,75,6.17,NO,1701895562
299,revda,56.801,59.9303,-30.39,99,38,1.01,RU,1701895564
300,cherdyn',60.403,56.4787,-29.62,100,32,0.67,RU,1701895564
301,l'alcora,40.0667,-0.2,10.68,68,100,1.08,ES,1701895565
302,nchelenge,-9.3451,28.734,21.93,87,99,0.91,ZM,1701895565
303,zheleznodorozhnyy,55.7503,38.0042,-9.77,100,95,0.82,RU,1701895565
304,palikir - national government center,6.9248,158.1611,26.41,89,100,5.14,FM,1701895566
305,dudinka,69.4058,86.1778,-25.18,98,100,3.58,RU,1701895566
306,menaka,15.9182,2.4022,26.53,13,0,3.99,ML,1701895566
307,orchomenos,38.4929,22.9796,10.51,85,100,1.34,GR,1701895567
308,yartsevo,55.0667,32.6964,-19.75,100,100,1.31,RU,1701895567
309,ponte de sor,39.2496,-8.0101,13.65,80,100,1.76,PT,1701895567
310,murun-kuren,49.6342,100.1625,-4.35,77,80,4.27,MN,1701895567
311,phongsali,21.6833,102.1058,13.27,100,97,0.75,LA,1701895567
312,nemuro,43.3236,145.575,8.26,91,100,6.06,JP,1701895568
313,poso,-1.3959,120.7524,25.42,84,100,1.74,ID,1701895568
314,guerrero negro,27.9769,-114.0611,25.54,28,0,4.13,MX,1701895568
315,soio,-6.1349,12.3689,26.61,78,34,3.48,AO,1701895568
316,vorgashor,67.5833,63.95,-30.51,100,15,0.75,RU,1701895569
317,dwarka,22.2394,68.9678,22.95,51,0,6.55,IN,1701895569
318,dzuunharaa,48.8523,106.4579,-7.2,86,84,2.3,MN,1701895569
319,fort mcmurray,56.7268,-111.381,5.77,56,0,5.66,CA,1701895531
320,corning,42.1428,-77.0547,1.21,72,100,3.09,US,1701895454
321,borkum,53.5809,6.6915,3.29,71,100,6.04,DE,1701895570
322,dumas,35.8656,-101.9732,21.08,16,0,9.26,US,1701895570
323,manokwari,-0.8667,134.0833,25.13,87,100,2.8,ID,1701895571
324,south yarmouth,41.6668,-70.1847,1.67,79,100,9.39,US,1701895571
325,blenheim,-41.516,173.9528,23.62,41,0,5.34,NZ,1701895571
326,ampanihy,-24.7,44.75,21.59,75,24,6.86,MG,1701895572
327,howrah,22.5892,88.3103,19.0,88,75,3.6,IN,1701895572
328,ciudad lazaro cardenas,17.9583,-102.2,29.9,57,69,3.23,MX,1701895572
329,taylorville,39.5489,-89.2945,6.68,68,0,5.66,US,1701895572
330,nantucket,41.2835,-70.0995,2.08,73,100,10.29,US,1701895572
331,ndende,-2.4008,11.3581,23.05,97,20,0.58,GA,1701895573
332,mossel bay,-34.1831,22.146,18.68,86,15,9.04,ZA,1701895573
333,loiza,18.4313,-65.8802,29.16,74,40,5.66,PR,1701895573
334,amargosa,-13.0303,-39.6047,24.11,66,34,4.97,BR,1701895573
335,yaren,-0.5472,166.916,28.09,79,100,5.88,NR,1701895572
336,novaya igirma,57.1334,103.9112,-35.46,93,66,3.18,RU,1701895574
337,as sulayyil,20.4607,45.5779,16.14,32,17,2.96,SA,1701895574
338,rio preto da eva,-2.6994,-59.6997,33.72,40,96,2.03,BR,1701895574
339,kununurra,-15.7667,128.7333,23.99,94,42,0.0,AU,1701895574
340,libreville,0.3925,9.4537,26.18,84,80,2.7,GA,1701895302
341,susuman,62.7833,148.1667,-49.45,99,71,0.45,RU,1701895574
342,walvis bay,-22.9575,14.5053,15.61,88,14,2.57,NA,1701895575
343,sao gabriel da cachoeira,-0.1303,-67.0892,32.89,58,20,2.06,BR,1701895575
344,kikwit,-5.041,18.8162,21.77,96,17,0.64,CD,1701895575
345,mil'kovo,55.6078,37.7956,-9.78,100,99,0.85,RU,1701895575
346,peace river,56.2501,-117.286,5.17,65,20,3.6,CA,1701895575
347,tindouf,27.6711,-8.1474,17.25,55,40,3.09,DZ,1701895576
348,cill airne,52.05,-9.5167,9.49,97,100,2.4,IE,1701895576
349,yigo village,13.5361,144.8886,26.62,77,20,5.66,GU,1701895576
350,gambiran satu,-8.3939,114.1464,23.17,95,80,1.17,ID,1701895576
351,macau,22.2006,113.5461,18.85,63,0,7.72,MO,1701895457
352,tshabong,-26.05,22.45,31.05,20,70,2.71,BW,1701895577
353,saphane,39.0273,29.2222,6.68,91,85,1.91,TR,1701895577
354,nuku'alofa,-21.1333,-175.2,29.19,74,40,3.6,TO,1701895578
355,ingeniero guillermo n. juarez,-23.9,-61.85,31.83,52,93,1.33,AR,1701895578
356,malango,-2.9627,119.9001,20.59,98,100,1.14,ID,1701895578
357,merizo village,13.2658,144.6691,27.31,85,95,6.46,GU,1701895579
358,sil-li,39.4947,125.4736,0.35,45,94,2.14,KP,1701895553
359,youhao,47.8667,128.8333,-18.84,98,23,1.39,CN,1701895579
360,puerto baquerizo moreno,-0.9,-89.6,28.55,65,20,7.72,EC,1701895579
361,minas de marcona,-15.2119,-75.1103,19.76,58,98,7.77,PE,1701895579
362,makeni,8.8833,-12.05,25.08,70,0,0.82,SL,1701895580
363,san jose del cabo,23.0589,-109.6977,31.16,43,0,2.57,MX,1701895332
364,marsabit,2.3284,37.9899,20.5,54,1,4.05,KE,1701895580
365,cabedelo,-6.9811,-34.8339,28.37,73,10,5.08,BR,1701895580
366,harstad,68.799,16.5293,-2.69,81,94,12.07,NO,1701895580
367,lobujya,27.95,86.8167,-9.6,26,3,1.19,NP,1701895580
368,langxiang,46.95,128.8833,-19.05,99,30,1.65,CN,1701895581
369,nova xavantina,-14.6667,-52.35,35.41,30,94,2.95,BR,1701895581
370,ternate,0.8,127.4,27.45,82,96,3.79,ID,1701895581
371,elamanchili,17.55,82.8667,22.7,94,95,2.46,IN,1701895581
372,guajara mirim,-10.7828,-65.3394,24.86,94,100,0.45,BR,1701895492
373,luderitz,-26.6481,15.1594,16.49,92,2,4.17,NA,1701895582
374,arrifes,37.7667,-25.7,19.14,88,75,7.2,PT,1701895582
375,isola di capo rizzuto,38.96,17.0933,11.77,63,100,2.45,IT,1701895582
376,portland,45.5234,-122.6762,11.36,95,100,4.63,US,1701895432
377,road town,18.4167,-64.6167,29.05,74,40,2.57,VG,1701895583
378,port saint john's,-31.6229,29.5448,19.72,88,100,7.02,ZA,1701895550
379,katsuura,35.1333,140.3,16.07,67,83,8.82,JP,1701895539
380,lianzhou,24.7811,112.3825,10.62,80,34,1.07,CN,1701895583
381,portsmouth,50.799,-1.0913,9.39,80,100,4.47,GB,1701895583
382,tukrah,32.5341,20.5791,18.43,69,100,3.63,LY,1701895584
383,lompoc,34.6391,-120.4579,19.45,73,100,5.66,US,1701895584
384,korfez,40.7767,29.7297,12.1,100,92,2.37,TR,1701895584
385,askiz,53.1319,90.5264,-7.05,71,49,12.05,RU,1701895584
386,marsh harbour,26.5412,-77.0636,21.7,58,80,11.6,BS,1701895585
387,envira,-7.3,-70.2167,24.19,96,99,0.63,BR,1701895585
388,ayorou,14.7308,0.9174,26.15,14,3,4.29,NE,1701895585
389,kyaikto,17.3,97.0167,24.53,83,85,1.9,MM,1701895585
390,sisimiut,66.9395,-53.6735,-7.32,69,73,3.24,GL,1701895585
391,nizhnevartovsk,60.9344,76.5531,-34.99,75,0,3.0,RU,1701895586
392,gandi,12.9636,5.7434,23.78,13,49,4.0,NG,1701895586
393,dalai,45.5,124.3,-16.02,88,5,3.15,CN,1701895586
394,asaita,11.5636,41.4394,25.14,47,35,4.68,ET,1701895586
395,tshikapa,-6.4167,20.8,21.78,97,94,1.25,CD,1701895587
396,sitka,57.0531,-135.33,5.94,70,100,3.6,US,1701895536
397,monzon,41.9108,0.1941,4.31,72,96,1.07,ES,1701895587
398,praia da vitoria,38.7333,-27.0667,17.64,88,75,7.87,PT,1701895587
399,arraial do cabo,-22.9661,-42.0278,27.98,74,0,8.75,BR,1701895587
400,buta,2.7858,24.73,22.05,98,98,0.44,CD,1701895588
401,kharan,28.5833,65.4167,13.48,21,0,1.65,PK,1701895588
402,kulhudhuffushi,6.6221,73.07,28.13,74,100,2.75,MV,1701895588
403,al bawiti,28.3492,28.8659,14.88,56,3,3.24,EG,1701895588
404,belawan,3.7755,98.6832,26.16,92,100,3.45,ID,1701895588
405,prosser,46.2068,-119.7689,11.3,95,100,0.45,US,1701895588
406,happy valley-goose bay,53.3168,-60.3315,-2.83,59,75,5.66,CA,1701895589
407,bochum,51.4833,7.2167,3.86,97,48,2.27,DE,1701895375
408,galesong,-5.3166,119.3661,24.01,84,100,1.12,ID,1701895589
409,san rafael del yuma,18.4299,-68.6739,30.11,74,29,3.34,DO,1701895589
410,prince george,53.9166,-122.753,1.83,89,100,1.03,CA,1701895418
411,griffith,41.5284,-87.4237,3.36,74,75,4.12,US,1701895590
412,timbuktu,16.7735,-3.0074,26.79,12,1,4.0,ML,1701895590
413,dek'emhare,15.07,39.0475,15.72,67,86,2.19,ER,1701895590
414,prineville,44.2999,-120.8345,15.06,45,100,7.2,US,1701895352
415,adrasmon,40.6472,69.9856,4.29,38,100,1.71,TJ,1701895591
416,kichmengskiy gorodok,59.9816,45.7854,-20.03,96,58,0.89,RU,1701895591
417,xilin hot,43.9667,116.0333,-6.59,78,100,5.05,CN,1701895591
418,belgrade,44.804,20.4651,2.61,96,75,2.06,RS,1701895407
419,herceg novi,42.4531,18.5375,10.04,93,0,1.54,ME,1701895591
420,mahanoro,-19.9,48.8,23.36,82,84,0.17,MG,1701895592
421,robertsport,6.7533,-11.3686,27.37,81,2,3.71,LR,1701895592
422,alvaraes,-3.2208,-64.8042,32.93,78,97,0.32,BR,1701895592
423,beau vallon,-20.4189,57.6953,25.12,94,75,1.54,MU,1701895360
424,uribia,11.7139,-72.266,31.74,47,13,7.33,CO,1701895592
425,pingzhuang,42.0372,119.2889,-4.11,52,40,2.27,CN,1701895592
426,klyuchi,52.2667,79.1667,-12.12,68,100,9.04,RU,1701895534
427,nikolayevsk-on-amure,53.1406,140.73,-6.58,97,100,0.69,RU,1701895593
428,along,28.1667,94.7667,15.67,60,100,0.78,IN,1701895593
429,mount pearl,47.5166,-52.7813,-3.81,81,40,3.6,CA,1701895593
430,alva,56.1528,-3.8051,4.63,87,97,2.71,GB,1701895594
431,new norfolk,-42.7826,147.0587,13.84,64,100,2.12,AU,1701895579
432,pasuquin,18.3328,120.6177,25.97,83,20,5.66,PH,1701895594
433,kashgar,39.4547,75.9797,2.56,51,29,2.0,CN,1701895594
434,mount isa,-20.7333,139.5,26.87,44,2,0.51,AU,1701895594
435,ambon,-3.6954,128.1814,25.08,94,40,1.54,ID,1701895594
436,chicoana,-25.1009,-65.5331,29.03,58,16,4.51,AR,1701895595
437,derendingen,47.1985,7.5884,4.29,93,100,1.03,CH,1701895595
438,nagarpur,24.0533,89.874,20.88,82,100,2.72,BD,1701895595
439,chikodi,16.4333,74.6,19.13,87,21,0.68,IN,1701895596
440,benguela,-12.5763,13.4055,26.46,80,100,2.51,AO,1701895596
441,puttalam,8.0362,79.8283,26.38,87,79,3.75,LK,1701895596
442,kabinda,-6.1333,24.4833,19.25,98,100,1.96,CD,1701895596
443,mwinilunga,-11.7358,24.4293,17.03,78,39,1.72,ZM,1701895597
444,terrace,54.5163,-128.6035,4.01,93,75,3.09,CA,1701895597
445,cockburn town,21.4612,-71.1419,26.75,71,0,2.19,TC,1701895597
446,tahe,52.3333,124.7333,-20.96,84,100,3.14,CN,1701895597
447,mubende,0.5606,31.39,16.45,98,5,0.99,UG,1701895597
448,sorong,-0.8833,131.25,27.42,78,97,1.56,ID,1701895598
449,amarante do maranhao,-5.5667,-46.7422,29.13,59,98,1.69,BR,1701895598
450,huanggang,23.677,116.9996,15.94,66,40,2.78,CN,1701895598
451,bamboo flat,11.7,92.7167,25.05,100,75,0.0,IN,1701895598
452,tondano,1.3038,124.9112,20.05,93,68,1.2,ID,1701895598
453,khorixas,-20.3667,14.9667,24.0,32,10,4.22,NA,1701895598
454,kuchaiburi,22.2667,86.1667,17.59,97,100,1.4,IN,1701895599
455,tual,-5.6667,132.75,28.71,68,76,0.58,ID,1701895599
456,chui,-33.6971,-53.4616,20.11,93,100,0.6,UY,1701895599
457,ermoupolis,37.4423,24.9425,16.39,55,100,4.63,GR,1701895599
458,qal'ah-ye shahr,35.5473,65.5676,4.45,28,7,3.55,AF,1701895599
459,tazovsky,67.4667,78.7,-29.42,99,100,4.16,RU,1701895599
460,taulaga,-11.0553,-171.0883,28.42,78,91,5.61,AS,1701895600
461,cabo san lucas,22.8909,-109.9124,31.17,59,0,4.63,MX,1701895498
462,nema,57.5067,50.5011,-29.73,100,33,1.35,RU,1701895600
463,jiuquan,39.7432,98.5174,1.17,28,45,2.76,CN,1701895600
464,vuktyl,63.8567,57.3094,-34.38,100,66,0.45,RU,1701895552
465,gizo,-8.103,156.8419,27.68,85,100,10.37,SB,1701895601
466,ziro,27.6333,93.8333,5.87,74,100,1.25,IN,1701895601
467,east ballina,-28.8667,153.5833,22.67,80,9,2.07,AU,1701895547
468,shalqar,47.8333,59.6,-4.83,55,33,3.41,KZ,1701895601
469,askoy,60.4092,5.226,2.64,69,75,4.63,NO,1701895573
470,barcelos,41.5388,-8.6151,12.08,71,100,2.65,PT,1701895317
471,latimer,30.5346,-88.8667,15.48,38,0,2.57,US,1701895602
472,yangquan,37.8575,113.5633,5.57,34,0,5.29,CN,1701895602
473,nhamunda,-2.1861,-56.7131,32.77,44,60,1.41,BR,1701895602
474,kalavad,22.2167,70.3833,21.11,46,0,3.84,IN,1701895602
475,pikeville,37.4793,-82.5188,5.55,64,100,3.09,US,1701895602
476,tolanaro,-25.0319,46.9987,25.04,73,75,4.12,MG,1701895556
477,chonchi,-42.6128,-73.8092,18.56,59,13,1.12,CL,1701895603
478,colonia,50.9333,6.95,3.82,90,75,1.03,DE,1701895603
479,knysna,-34.0363,23.0471,17.32,91,1,4.08,ZA,1701895603
480,berdigestyakh,62.0989,126.6992,-51.78,100,85,0.51,RU,1701895603
481,mumford,5.2618,-0.759,27.42,82,69,3.66,GH,1701895603
482,saldanha,-33.0117,17.9442,23.03,75,0,2.24,ZA,1701895603
483,mildura,-34.2,142.15,27.05,29,100,3.02,AU,1701895604
484,masterton,-40.9597,175.6575,15.49,57,10,2.57,NZ,1701895604
485,severo-yeniseyskiy,60.3725,93.0408,-41.35,100,76,1.79,RU,1701895604
486,kondopoga,62.2057,34.2614,-25.18,100,81,0.46,RU,1701895559
487,putina,-15.4667,-69.4333,14.5,56,88,7.51,PE,1701895604
488,novyy urengoy,66.0833,76.6333,-33.68,94,28,3.7,RU,1701895604
489,remire-montjoly,4.9167,-52.2667,29.02,79,75,4.63,GF,1701895605
490,singarayakonda,15.25,80.0333,23.57,94,26,3.34,IN,1701895605
491,ghadamis,30.1337,9.5007,14.3,36,1,3.19,LY,1701895605
492,la gi,10.6667,107.7833,24.04,90,41,3.71,VN,1701895605
493,rio das pedras,-22.8433,-47.6061,30.14,48,86,0.55,BR,1701895605
494,severomorsk,69.0689,33.4162,-20.34,95,90,3.58,RU,1701895605
495,lisakovsk,52.5369,62.4936,-20.88,95,20,2.33,KZ,1701895605
496,ouani,-12.1322,44.4258,27.4,79,89,2.63,KM,1701895605
497,khanty-mansiysk,61.0042,69.0019,-35.5,61,0,2.0,RU,1701895606
498,itaituba,-4.2761,-55.9836,28.09,74,75,7.2,BR,1701895606
499,kotido,2.9806,34.1331,25.15,38,8,3.69,UG,1701895606
500,mejit,10.2753,170.8646,27.54,77,90,10.05,MH,1701895606
501,shangqiu,34.45,115.65,7.07,40,0,3.73,CN,1701895606
502,serra,-20.1286,-40.3078,27.7,74,20,7.72,BR,1701895606
503,khangah dogran,31.8317,73.6231,14.07,30,0,1.79,PK,1701895606
504,barro alto,-11.7608,-41.9117,26.73,39,5,2.11,BR,1701895607
505,bathsheba,13.2167,-59.5167,29.34,79,75,10.8,BB,1701895607
506,polyarnyy,69.1989,33.4478,-14.92,96,91,4.61,RU,1701895604
507,wuwei,37.9281,102.6414,2.76,20,0,1.28,CN,1701895607
508,longfeng,46.55,125.1167,-17.15,87,8,3.2,CN,1701895607
509,shagonar,51.5333,92.8,-7.83,94,100,1.35,RU,1701895607
510,mayya,61.7333,130.2811,-47.05,97,100,0.56,RU,1701895607
511,catbalogan,11.85,124.9167,21.68,92,76,1.76,PH,1701895608
512,inhambane,-23.865,35.3833,24.4,74,100,6.14,MZ,1701895608
513,arteche,12.2645,125.4048,25.3,80,99,2.81,PH,1701895608
514,lerwick,60.1545,-1.1494,5.0,70,15,7.03,GB,1701895519
515,kokstad,-30.5472,29.4241,12.75,97,100,2.65,ZA,1701895608
516,tanout,14.9709,8.8879,21.16,16,11,5.01,NE,1701895608
517,vorkuta,67.5,64.0,-30.29,100,18,0.54,RU,1701895607
518,tofol,5.3248,163.0078,28.05,81,100,10.37,FM,1701895608
519,zouerate,22.7187,-12.4521,22.16,28,100,3.36,MR,1701895609
520,jose maria morelos,23.3952,-103.8984,18.61,40,95,2.71,MX,1701895609
521,malpica,43.3228,-8.8105,12.96,69,100,9.28,ES,1701895609
522,ares,-6.1944,-35.1603,28.05,75,37,5.49,BR,1701895605
523,selkirk,50.1436,-96.8845,6.19,77,99,2.08,CA,1701895570
524,kolonia town,6.964,158.206,27.0,89,100,5.14,FM,1701895609
525,kavaratti,10.5669,72.642,27.78,69,93,1.48,IN,1701895609
526,sheregesh,52.9209,87.9869,-6.69,93,100,5.41,RU,1701895609
527,genk,50.965,5.5008,3.83,89,40,2.57,BE,1701895610
528,newman,37.3138,-121.0208,19.19,41,55,6.09,US,1701895610
529,bom jesus,-9.0744,-44.3586,35.68,21,76,3.78,BR,1701895610
530,palmer,42.1584,-72.3287,2.23,62,75,3.09,US,1701895469
531,kodinsk,58.6881,99.1844,-32.53,90,86,2.54,RU,1701895610
532,campobasso,41.6333,14.5833,6.08,91,100,1.04,IT,1701895526
533,komsomolets,53.7453,62.0708,-20.56,90,12,3.53,KZ,1701895610
534,orchard homes,46.8633,-114.0484,12.38,82,100,3.13,US,1701895379
535,archangelos,36.2149,28.1149,15.99,71,100,2.84,GR,1701895610
536,gazojak,41.1875,61.4036,3.07,50,100,6.55,TM,1701895610
537,calais,50.9167,1.8333,2.81,83,80,3.39,FR,1701895611
538,amga,60.8953,131.9608,-38.34,95,100,0.86,RU,1701895611
539,homer,59.6425,-151.5483,0.93,54,0,6.26,US,1701895611
540,miquelon,47.0975,-56.3814,-1.0,68,100,10.01,PM,1701895611
541,al bayda',32.7627,21.7551,12.31,88,100,4.35,LY,1701895611
542,sao joao da barra,-21.6403,-41.0511,28.05,88,0,7.25,BR,1701895611
543,puerto deseado,-47.7503,-65.8938,11.77,56,0,6.05,AR,1701895611
544,amahai,-3.3333,128.9167,26.28,83,99,1.68,ID,1701895611
545,san pedro pochutla,15.7333,-96.4667,30.84,57,76,3.48,MX,1701895450
546,zhangye,38.9342,100.4517,-0.12,26,20,1.47,CN,1701895612
547,zelenokumsk,44.4069,43.8806,1.74,97,100,5.29,RU,1701895612
548,dubbo,-32.25,148.6167,24.07,53,10,5.14,AU,1701895612
549,egilsstadir,65.2653,-14.3948,-9.05,92,75,1.03,IS,1701895612
550,erenhot,43.6475,111.9767,-3.29,65,98,6.22,CN,1701895612
551,igboho,8.8333,3.75,26.33,20,6,1.53,NG,1701895612
552,kamloops,50.6665,-120.3192,4.76,90,100,1.03,CA,1701895612
553,cidreira,-30.1811,-50.2056,23.13,96,64,3.9,BR,1701895613
554,maracacume,-2.0428,-45.9592,27.64,74,100,1.99,BR,1701895613
555,wad az zaki,14.4619,32.2065,25.43,21,50,6.13,SD,1701895613
556,tangalle,6.024,80.7911,24.98,92,74,1.68,LK,1701895613
557,toropets,56.4978,31.6353,-18.1,100,100,1.92,RU,1701895613
558,port macquarie,-31.4333,152.9167,21.61,77,9,0.47,AU,1701895581
559,trairi,-3.2778,-39.2689,27.01,75,90,6.0,BR,1701895490
560,atar,20.5169,-13.0499,24.4,20,100,3.93,MR,1701895613
561,bijar,35.8668,47.6051,5.03,48,57,7.25,IR,1701895613
562,noosa heads,-26.3833,153.15,23.52,69,2,2.93,AU,1701895614
563,kuanda,56.3161,116.0806,-30.06,97,98,0.61,RU,1701895614
564,smara,26.7384,-11.6719,19.34,76,100,4.31,EH,1701895614
565,broome,42.2506,-75.833,0.39,81,100,6.17,US,1701895614
566,karakol,42.4907,78.3936,0.81,51,29,2.02,KG,1701895357
567,lib,8.3122,167.3766,27.81,77,85,9.66,MH,1701895614
568,kristiansund,63.1115,7.732,-0.64,64,75,2.06,NO,1701895614
569,punaauia,-17.6333,-149.6,26.8,78,100,1.54,PF,1701895614
570,kolonia,50.9333,6.95,3.87,90,75,1.03,DE,1701895462
571,tokar,18.4254,37.729,27.26,69,58,3.0,SD,1701895615
572,sehwan,26.4279,67.863,18.44,27,0,1.9,PK,1701895615
573,alghero,40.5589,8.3181,11.05,66,20,0.51,IT,1701895615
574,mana,5.6592,-53.7767,25.6,87,36,4.66,GF,1701895604
575,sumbe,-11.2061,13.8437,25.99,86,82,2.33,AO,1701895615
576,khandyga,62.6667,135.6,-46.89,98,100,0.53,RU,1701895615
